# Logfile created on 2021-09-30 06:46:41 +0330 by logger.rb/v1.4.2
I, [2021-09-30T06:46:41.021092 #52600]  INFO -- : (0.000174s) SET standard_conforming_strings = ON
I, [2021-09-30T07:05:00.842181 #73827]  INFO -- : (0.001120s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:05:00.842469 #73827]  INFO -- : (0.000180s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
E, [2021-09-30T07:05:00.842835 #73827] ERROR -- : PG::UndefinedColumn: ERROR:  column "text" of relation "tweets" does not exist
LINE 1: INSERT INTO "tweets" ("id", "text", "tweet_id", "description...
                                    ^: INSERT INTO "tweets" ("id", "text", "tweet_id", "description", "tweet_id") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB', NULL, NULL, '1373001119480344583') RETURNING "id"
I, [2021-09-30T07:05:04.748238 #77380]  INFO -- : (0.000179s) SET standard_conforming_strings = ON
I, [2021-09-30T07:05:04.748430 #77380]  INFO -- : (0.000135s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:05:04.748590 #77380]  INFO -- : (0.000130s) SET DateStyle = 'ISO'
I, [2021-09-30T07:05:04.749930 #77380]  INFO -- : (0.001143s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:05:04.750241 #77380]  INFO -- : (0.000207s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
E, [2021-09-30T07:05:04.750623 #77380] ERROR -- : PG::NumericValueOutOfRange: ERROR:  value "1373001119480344583" is out of range for type integer
LINE 1: ...INTO "tweets" ("tweet_id", "description") VALUES ('137300111...
                                                             ^: INSERT INTO "tweets" ("tweet_id", "description") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB') RETURNING "id"
I, [2021-09-30T07:06:32.572698 #77866]  INFO -- : (0.000216s) SET standard_conforming_strings = ON
I, [2021-09-30T07:06:32.572907 #77866]  INFO -- : (0.000134s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:06:32.573123 #77866]  INFO -- : (0.000174s) SET DateStyle = 'ISO'
I, [2021-09-30T07:06:32.573694 #77866]  INFO -- : (0.000366s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:06:32.578391 #77866]  INFO -- : (0.004507s) CREATE TABLE "tweets" ("id" integer GENERATED BY DEFAULT AS IDENTITY PRIMARY KEY, "tweet_id" text, "description" text)
I, [2021-09-30T07:06:57.984697 #77866]  INFO -- : (0.000176s) SET standard_conforming_strings = ON
I, [2021-09-30T07:06:57.984883 #77866]  INFO -- : (0.000135s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:06:57.985047 #77866]  INFO -- : (0.000134s) SET DateStyle = 'ISO'
I, [2021-09-30T07:06:57.986386 #77866]  INFO -- : (0.001119s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:06:57.986722 #77866]  INFO -- : (0.000215s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:06:57.995742 #77866]  INFO -- : (0.008874s) INSERT INTO "tweets" ("tweet_id", "description") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB') RETURNING "id"
I, [2021-09-30T07:07:03.584050 #77866]  INFO -- : (0.000527s) SET standard_conforming_strings = ON
I, [2021-09-30T07:07:03.584618 #77866]  INFO -- : (0.000395s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:07:03.585198 #77866]  INFO -- : (0.000454s) SET DateStyle = 'ISO'
I, [2021-09-30T07:07:03.589630 #77866]  INFO -- : (0.003953s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:07:03.590669 #77866]  INFO -- : (0.000702s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:07:03.593326 #77866]  INFO -- : (0.002302s) INSERT INTO "tweets" ("tweet_id", "description") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB') RETURNING "id"
I, [2021-09-30T07:07:04.369228 #77866]  INFO -- : (0.000517s) SET standard_conforming_strings = ON
I, [2021-09-30T07:07:04.369746 #77866]  INFO -- : (0.000352s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:07:04.370360 #77866]  INFO -- : (0.000413s) SET DateStyle = 'ISO'
I, [2021-09-30T07:07:04.374817 #77866]  INFO -- : (0.003952s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:07:04.376035 #77866]  INFO -- : (0.000677s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:07:04.378697 #77866]  INFO -- : (0.002237s) INSERT INTO "tweets" ("tweet_id", "description") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB') RETURNING "id"
I, [2021-09-30T07:07:05.005829 #77866]  INFO -- : (0.000225s) SET standard_conforming_strings = ON
I, [2021-09-30T07:07:05.006131 #77866]  INFO -- : (0.000215s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:07:05.006350 #77866]  INFO -- : (0.000191s) SET DateStyle = 'ISO'
I, [2021-09-30T07:07:05.007702 #77866]  INFO -- : (0.001220s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:07:05.008058 #77866]  INFO -- : (0.000247s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:07:05.016927 #77866]  INFO -- : (0.008748s) INSERT INTO "tweets" ("tweet_id", "description") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB') RETURNING "id"
I, [2021-09-30T07:07:05.573078 #77866]  INFO -- : (0.000206s) SET standard_conforming_strings = ON
I, [2021-09-30T07:07:05.573326 #77866]  INFO -- : (0.000179s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:07:05.573480 #77866]  INFO -- : (0.000109s) SET DateStyle = 'ISO'
I, [2021-09-30T07:07:05.574691 #77866]  INFO -- : (0.001028s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:07:05.575001 #77866]  INFO -- : (0.000211s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:07:05.576693 #77866]  INFO -- : (0.001603s) INSERT INTO "tweets" ("tweet_id", "description") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB') RETURNING "id"
I, [2021-09-30T07:07:06.107225 #77866]  INFO -- : (0.000173s) SET standard_conforming_strings = ON
I, [2021-09-30T07:07:06.107462 #77866]  INFO -- : (0.000193s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:07:06.107602 #77866]  INFO -- : (0.000113s) SET DateStyle = 'ISO'
I, [2021-09-30T07:07:06.108688 #77866]  INFO -- : (0.000971s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T07:07:06.108933 #77866]  INFO -- : (0.000162s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:07:06.110873 #77866]  INFO -- : (0.001824s) INSERT INTO "tweets" ("tweet_id", "description") VALUES ('1373001119480344583', 'Looking to get started with the Twitter API but new to APIs in general? @jessicagarson will walk you through everything you need to know in APIs 101 session. She’ll use examples using our v2 endpoints, Tuesday, March 23rd at 1 pm EST.nnJoin us on Twitchnhttps://t.co/GrtBOXyHmB') RETURNING "id"
I, [2021-09-30T07:09:26.539777 #80026]  INFO -- : (0.000249s) SET standard_conforming_strings = ON
I, [2021-09-30T07:09:26.540083 #80026]  INFO -- : (0.000210s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:09:26.540356 #80026]  INFO -- : (0.000234s) SET DateStyle = 'ISO'
I, [2021-09-30T07:09:26.540832 #80026]  INFO -- : (0.000310s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:09:26.541274 #80026]  INFO -- : (0.000331s) SELECT * FROM "tweets"
I, [2021-09-30T07:11:44.638936 #82471]  INFO -- : (0.000195s) SET standard_conforming_strings = ON
I, [2021-09-30T07:11:44.639150 #82471]  INFO -- : (0.000150s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:11:44.639351 #82471]  INFO -- : (0.000164s) SET DateStyle = 'ISO'
I, [2021-09-30T07:11:44.639806 #82471]  INFO -- : (0.000308s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:11:44.640332 #82471]  INFO -- : (0.000397s) SELECT * FROM "tweets" LIMIT 1
I, [2021-09-30T07:11:51.853023 #82471]  INFO -- : (0.000181s) SET standard_conforming_strings = ON
I, [2021-09-30T07:11:51.853214 #82471]  INFO -- : (0.000143s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:11:51.853314 #82471]  INFO -- : (0.000068s) SET DateStyle = 'ISO'
I, [2021-09-30T07:12:35.791865 #84056]  INFO -- : (0.000254s) SET standard_conforming_strings = ON
I, [2021-09-30T07:12:35.792119 #84056]  INFO -- : (0.000179s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:12:35.792301 #84056]  INFO -- : (0.000155s) SET DateStyle = 'ISO'
I, [2021-09-30T07:12:35.792756 #84056]  INFO -- : (0.000303s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:12:35.793340 #84056]  INFO -- : (0.000447s) SELECT * FROM "tweets" ORDER BY "id" DESC LIMIT 1
I, [2021-09-30T07:12:39.254693 #84056]  INFO -- : (0.000512s) SET standard_conforming_strings = ON
I, [2021-09-30T07:12:39.255246 #84056]  INFO -- : (0.000381s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:12:39.255789 #84056]  INFO -- : (0.000415s) SET DateStyle = 'ISO'
I, [2021-09-30T07:12:39.257117 #84056]  INFO -- : (0.000989s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:12:39.259173 #84056]  INFO -- : (0.001668s) SELECT * FROM "tweets" ORDER BY "id" LIMIT 1
I, [2021-09-30T07:13:58.893751 #84682]  INFO -- : (0.000212s) SET standard_conforming_strings = ON
I, [2021-09-30T07:13:58.893989 #84682]  INFO -- : (0.000162s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:13:58.894220 #84682]  INFO -- : (0.000187s) SET DateStyle = 'ISO'
I, [2021-09-30T07:13:58.894784 #84682]  INFO -- : (0.000389s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:13:58.895546 #84682]  INFO -- : (0.000599s) SELECT * FROM "tweets" ORDER BY "id" LIMIT 1
I, [2021-09-30T07:14:01.500132 #84682]  INFO -- : (0.000415s) SET standard_conforming_strings = ON
I, [2021-09-30T07:14:01.500578 #84682]  INFO -- : (0.000314s) SET client_min_messages = 'WARNING'
I, [2021-09-30T07:14:01.501046 #84682]  INFO -- : (0.000367s) SET DateStyle = 'ISO'
I, [2021-09-30T07:14:01.502246 #84682]  INFO -- : (0.000852s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T07:14:01.503955 #84682]  INFO -- : (0.001347s) SELECT * FROM "tweets" ORDER BY "id" DESC LIMIT 1
I, [2021-09-30T09:08:07.659371 #124835]  INFO -- : (0.000227s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:07.659604 #124835]  INFO -- : (0.000154s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:07.659846 #124835]  INFO -- : (0.000192s) SET DateStyle = 'ISO'
I, [2021-09-30T09:08:07.661578 #124835]  INFO -- : (0.001492s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T09:08:07.662016 #124835]  INFO -- : (0.000284s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T09:08:07.664853 #124835]  INFO -- : (0.002670s) INSERT INTO "tweets" ("tweet_id", "description") VALUES (1443449797843824640, '@ThatEricAlper Led Zeppelin (John Bonham) – Moby Dick') RETURNING "id"
I, [2021-09-30T09:08:09.214943 #124835]  INFO -- : (0.000224s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:09.215186 #124835]  INFO -- : (0.000176s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:09.215417 #124835]  INFO -- : (0.000186s) SET DateStyle = 'ISO'
I, [2021-09-30T09:08:09.216980 #124835]  INFO -- : (0.001377s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T09:08:09.217378 #124835]  INFO -- : (0.000273s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T09:08:09.227952 #124835]  INFO -- : (0.010415s) INSERT INTO "tweets" ("tweet_id", "description") VALUES (1443449797843824640, '@ThatEricAlper Led Zeppelin (John Bonham) – Moby Dick') RETURNING "id"
I, [2021-09-30T09:08:14.605931 #124835]  INFO -- : (0.000172s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:14.606102 #124835]  INFO -- : (0.000131s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:14.606276 #124835]  INFO -- : (0.000145s) SET DateStyle = 'ISO'
I, [2021-09-30T09:08:14.607396 #124835]  INFO -- : (0.000995s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T09:08:14.607682 #124835]  INFO -- : (0.000202s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T09:08:14.610172 #124835]  INFO -- : (0.002404s) INSERT INTO "tweets" ("tweet_id", "description") VALUES (1443449797843824640, '@ThatEricAlper Led Zeppelin (John Bonham) – Moby Dick') RETURNING "id"
I, [2021-09-30T09:08:15.658849 #124835]  INFO -- : (0.000180s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:15.659031 #124835]  INFO -- : (0.000140s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:15.659225 #124835]  INFO -- : (0.000149s) SET DateStyle = 'ISO'
I, [2021-09-30T09:08:15.660402 #124835]  INFO -- : (0.001026s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T09:08:15.660677 #124835]  INFO -- : (0.000195s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T09:08:15.663125 #124835]  INFO -- : (0.002341s) INSERT INTO "tweets" ("tweet_id", "description") VALUES (1443449661239533572, 'RT @Noiteeluar1: Led Zeppelin - The Ocean 
https://t.co/KHQbvtMwWP') RETURNING "id"
I, [2021-09-30T09:08:16.173607 #124835]  INFO -- : (0.000213s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:16.173777 #124835]  INFO -- : (0.000131s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:16.173954 #124835]  INFO -- : (0.000150s) SET DateStyle = 'ISO'
I, [2021-09-30T09:08:16.175151 #124835]  INFO -- : (0.001078s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T09:08:16.175454 #124835]  INFO -- : (0.000218s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T09:08:16.177871 #124835]  INFO -- : (0.002329s) INSERT INTO "tweets" ("tweet_id", "description") VALUES (1443449270301044737, 'RT @hitosdelrock: 28-09-1976: El grupo inglés Led Zeppelin edita el disco en vivo "The Song Remains The Same". Fue grabado en el Madison Sq…') RETURNING "id"
I, [2021-09-30T09:08:16.554975 #124835]  INFO -- : (0.000578s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:16.555615 #124835]  INFO -- : (0.000462s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:16.556219 #124835]  INFO -- : (0.000466s) SET DateStyle = 'ISO'
I, [2021-09-30T09:08:16.560766 #124835]  INFO -- : (0.004096s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T09:08:16.561830 #124835]  INFO -- : (0.000725s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T09:08:16.565560 #124835]  INFO -- : (0.003342s) INSERT INTO "tweets" ("tweet_id", "description") VALUES (1443449121638129665, '#chr3 Enjoy with the best music all over the world. Now playing ALL MY LOVE - LED ZEPPELIN on… https://t.co/QvOP69fXb6') RETURNING "id"
I, [2021-09-30T09:08:17.019401 #124835]  INFO -- : (0.000577s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:17.019988 #124835]  INFO -- : (0.000412s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:17.020588 #124835]  INFO -- : (0.000456s) SET DateStyle = 'ISO'
I, [2021-09-30T09:08:17.025541 #124835]  INFO -- : (0.004456s) SELECT pg_attribute.attname AS pk FROM pg_class, pg_attribute, pg_index, pg_namespace WHERE pg_class.oid = pg_attribute.attrelid AND pg_class.relnamespace = pg_namespace.oid AND pg_class.oid = pg_index.indrelid AND pg_index.indkey[0] = pg_attribute.attnum AND pg_index.indisprimary = 't' AND pg_class.oid = CAST(CAST('"tweets"' AS regclass) AS oid)
I, [2021-09-30T09:08:17.026695 #124835]  INFO -- : (0.000758s) SELECT CAST(current_setting('server_version_num') AS integer) AS v
I, [2021-09-30T09:08:17.030570 #124835]  INFO -- : (0.003472s) INSERT INTO "tweets" ("tweet_id", "description") VALUES (1443449079149867017, 'Now Playing  🎶 Led Zeppelin - Rock &amp; Roll 🎶  🎤 Show Led Zeppelin  ❤️') RETURNING "id"
I, [2021-09-30T09:08:17.241771 #124835]  INFO -- : (0.000194s) SET standard_conforming_strings = ON
I, [2021-09-30T09:08:17.241946 #124835]  INFO -- : (0.000132s) SET client_min_messages = 'WARNING'
I, [2021-09-30T09:08:17.242133 #124835]  INFO -- : (0.000159s) SET DateStyle = 'ISO'
